RC_Chapter,RC_Region,RC_Division,Year,Total_Counties,Total_Households,Poverty_Households,ALICE_Households,Above_ALICE_Households,Poverty_Rate_Pct,ALICE_Rate_Pct,Combined_Rate_Pct
ARC serving the Heart of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2014,17,397248,71576,105515,220157,18.02,26.56,44.58
ARC serving the Heart of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2016,17,403787,67903,110306,225578,16.82,27.32,44.13
ARC serving the Heart of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2018,17,414400,68640,114701,231059,16.56,27.68,44.24
ARC serving the Heart of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2019,17,418792,68406,112313,238073,16.33,26.82,43.15
ARC serving the Heart of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2021,17,444670,71256,121951,251463,16.02,27.43,43.45
ARC serving the Heart of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2022,17,457573,76912,121429,259232,16.81,26.54,43.35
ARC serving the Heart of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2023,17,465023,73884,128658,262481,15.89,27.67,43.56
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2010,15,101533,18209,26818,56506,17.93,26.41,44.35
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2012,15,102499,18240,26472,57787,17.8,25.83,43.62
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2014,15,103083,17947,28528,56608,17.41,27.67,45.09
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2016,15,103034,16872,29291,56871,16.38,28.43,44.8
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2018,15,104865,16285,32152,56428,15.53,30.66,46.19
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2019,15,106166,15862,32168,58136,14.94,30.3,45.24
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2021,15,108953,15410,28719,64824,14.14,26.36,40.5
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2022,15,110437,16450,30197,63790,14.9,27.34,42.24
ARC serving the Hill Country of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2023,15,112507,16942,31381,64184,15.06,27.89,42.95
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2010,23,153336,25073,38352,89911,16.35,25.01,41.36
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2012,23,156526,18537,38733,99256,11.84,24.75,36.59
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2014,23,161246,17909,44887,98450,11.11,27.84,38.94
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2016,23,163841,20637,47494,95710,12.6,28.99,41.58
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2018,23,168700,19623,50005,99072,11.63,29.64,41.27
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2019,23,166504,20357,49882,96265,12.23,29.96,42.18
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2021,23,189146,28912,47272,112962,15.29,24.99,40.28
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2022,23,195435,29534,51681,114220,15.11,26.44,41.56
ARC serving the Permian Basin of TX,Central and South Texas Region,Southwest and Rocky Mountain Division,2023,23,200486,23496,54069,122921,11.72,26.97,38.69
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2010,7,601240,63375,143603,394262,10.54,23.88,34.43
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2012,7,629661,67582,156786,405293,10.73,24.9,35.63
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2014,7,670921,70453,174385,426083,10.5,25.99,36.49
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2016,7,707863,73836,169128,464899,10.43,23.89,34.32
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2018,7,738469,71263,213695,453511,9.65,28.94,38.59
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2019,7,767346,65250,198772,503324,8.5,25.9,34.41
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2021,7,843364,78508,233328,531528,9.31,27.67,36.98
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2022,7,876506,89411,238492,548603,10.2,27.21,37.41
American Red Cross of Coastal Plains Texas,Texas Gulf Coast Region,Southwest and Rocky Mountain Division,2023,7,902399,94082,230896,577421,10.43,25.59,36.01
Not Assigned,Not Assigned,Not Assigned,2010,1,2782,506,1035,1241,18.19,37.2,55.39
Not Assigned,Not Assigned,Not Assigned,2012,1,2723,646,769,1308,23.72,28.24,51.96
Not Assigned,Not Assigned,Not Assigned,2022,9,1430904,151105,412407,867392,10.56,28.82,39.38
Not Assigned,Not Assigned,Not Assigned,2023,9,1442969,160037,420483,862449,11.09,29.14,40.23
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2010,21,308475,56865,78767,172843,18.43,25.53,43.97
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2012,21,307308,65435,82129,159744,21.29,26.73,48.02
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2014,21,307932,63171,87146,157615,20.51,28.3,48.81
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2016,21,306926,60321,87088,159517,19.65,28.37,48.03
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2018,21,311975,57818,95761,158396,18.53,30.7,49.23
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2019,21,314502,60702,88030,165770,19.3,27.99,47.29
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2021,21,312561,60426,93173,158962,19.33,29.81,49.14
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2022,21,314785,55327,94703,164755,17.58,30.08,47.66
The ARC of Northeastern North Carolina,North Carolina Region,Southeast and Caribbean Division,2023,21,317846,55847,89056,172943,17.57,28.02,45.59
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2010,12,404500,67583,98487,238430,16.71,24.35,41.06
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2012,12,407164,66349,104916,235899,16.3,25.77,42.06
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2014,12,414125,71306,117153,225666,17.22,28.29,45.51
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2016,12,420824,70895,124228,225701,16.85,29.52,46.37
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2018,12,439321,69642,128257,241422,15.85,29.19,45.05
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2019,12,439238,62379,127981,248878,14.2,29.14,43.34
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2021,12,455256,61904,135028,258324,13.6,29.66,43.26
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2022,12,464848,60970,138204,265674,13.12,29.73,42.85
The ARC of the Cape Fear Area Of North Carolina,North Carolina Region,Southeast and Caribbean Division,2023,12,474258,65438,136447,272373,13.8,28.77,42.57
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2010,10,664475,86072,169611,408792,12.95,25.53,38.48
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2012,10,691809,88591,177786,425432,12.81,25.7,38.5
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2014,10,715267,92046,194131,429090,12.87,27.14,40.01
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2016,10,740619,82523,192191,465905,11.14,25.95,37.09
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2018,10,774644,75543,230323,468778,9.75,29.73,39.48
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2019,10,795698,81791,218794,495113,10.28,27.5,37.78
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2021,10,833244,90734,227596,514914,10.89,27.31,38.2
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2022,10,849112,80296,243343,525473,9.46,28.66,38.11
The ARC of the Greater Triangle Area of North Carolina,North Carolina Region,Southeast and Caribbean Division,2023,10,894579,84840,232938,576801,9.48,26.04,35.52
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2010,10,341481,65369,89925,186187,19.14,26.33,45.48
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2012,10,353522,68348,98921,186253,19.33,27.98,47.32
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2014,10,356959,70725,104566,181668,19.81,29.29,49.11
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2016,10,359714,67737,104547,187430,18.83,29.06,47.89
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2018,10,369338,66945,112449,189944,18.13,30.45,48.57
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2019,10,368691,68470,111560,188661,18.57,30.26,48.83
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2021,10,366343,63143,115925,187275,17.24,31.64,48.88
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2022,10,375432,65603,114224,195605,17.47,30.42,47.9
The ARC of the Sandhills of North Carolina,North Carolina Region,Southeast and Caribbean Division,2023,10,376298,64066,116168,196064,17.03,30.87,47.9
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2010,9,221756,35428,51596,134732,15.98,23.27,39.24
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2012,9,224483,37875,56178,130430,16.87,25.03,41.9
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2014,9,229352,37427,57574,134351,16.32,25.1,41.42
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2016,9,234107,32922,63166,138019,14.06,26.98,41.04
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2018,9,239671,31926,63506,144239,13.32,26.5,39.82
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2019,9,243239,31515,63637,148087,12.96,26.16,39.12
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2021,9,251480,32072,71826,147582,12.75,28.56,41.31
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2022,9,255041,36085,71918,147038,14.15,28.2,42.35
The ARC serving Central and Southeastern Washington,Northwest Region,Pacific Division,2023,9,260569,35125,81965,143479,13.48,31.46,44.94
The ARC serving King County,Northwest Region,Pacific Division,2010,1,787809,82857,118563,586389,10.52,15.05,25.57
The ARC serving King County,Northwest Region,Pacific Division,2012,1,804062,84797,114423,604842,10.55,14.23,24.78
The ARC serving King County,Northwest Region,Pacific Division,2014,1,825188,83645,131278,610265,10.14,15.91,26.05
The ARC serving King County,Northwest Region,Pacific Division,2016,1,861154,75648,168209,617297,8.78,19.53,28.32
The ARC serving King County,Northwest Region,Pacific Division,2018,1,897476,78667,190057,628752,8.77,21.18,29.94
The ARC serving King County,Northwest Region,Pacific Division,2019,1,907761,70562,194158,643041,7.77,21.39,29.16
The ARC serving King County,Northwest Region,Pacific Division,2021,1,924763,83981,173844,666938,9.08,18.8,27.88
The ARC serving King County,Northwest Region,Pacific Division,2022,1,945040,83998,185805,675237,8.89,19.66,28.55
The ARC serving King County,Northwest Region,Pacific Division,2023,1,949792,83806,236454,629532,8.82,24.9,33.72
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2010,5,431895,44203,89583,298109,10.23,20.74,30.98
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2012,5,435185,46211,99156,289818,10.62,22.78,33.4
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2014,5,446178,48694,100410,297074,10.91,22.5,33.42
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2016,5,457538,46037,115245,296256,10.06,25.19,35.25
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2018,5,478366,42658,109311,326397,8.92,22.85,31.77
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2019,5,480684,40930,114356,325398,8.51,23.79,32.31
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2021,5,500909,43322,138431,319156,8.65,27.64,36.28
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2022,5,504671,48995,130834,324842,9.71,25.92,35.63
The ARC serving Northwest Washington,Northwest Region,Pacific Division,2023,5,512736,50767,156016,305953,9.9,30.43,40.33
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2010,8,622978,69518,131228,422232,11.16,21.06,32.22
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2012,8,625365,73058,141595,410712,11.68,22.64,34.32
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2014,8,626321,77942,142357,406022,12.44,22.73,35.17
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2016,8,650220,73665,152860,423695,11.33,23.51,34.84
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2018,8,673683,60192,148959,464532,8.93,22.11,31.05
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2019,8,687895,62080,136807,489008,9.02,19.89,28.91
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2021,8,709412,66608,168393,474411,9.39,23.74,33.13
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2022,8,720459,68481,172874,479104,9.51,23.99,33.5
The ARC serving South Puget Sound and Olympics,Northwest Region,Pacific Division,2023,8,726010,75436,184692,465882,10.39,25.44,35.83
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2010,16,320084,54310,80509,185265,16.97,25.15,42.12
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2012,16,314693,51204,90033,173456,16.27,28.61,44.88
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2014,16,317561,48854,93722,174985,15.38,29.51,44.9
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2016,16,322044,47906,97178,176960,14.88,30.18,45.05
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2018,16,331941,45636,104933,181372,13.75,31.61,45.36
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2019,16,335721,45054,102039,188628,13.42,30.39,43.81
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2021,16,323299,43027,119760,160512,13.31,37.04,50.35
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2022,16,333757,48403,122314,163040,14.5,36.65,51.15
The ARC serving Western North Carolina,North Carolina Region,Southeast and Caribbean Division,2023,16,338496,45512,121776,171208,13.45,35.98,49.42
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2010,12,357470,64683,96780,196007,18.09,27.07,45.17
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2012,12,360741,68469,103414,188858,18.98,28.67,47.65
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2014,12,348825,66033,106079,176713,18.93,30.41,49.34
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2016,12,367061,60780,106626,199655,16.56,29.05,45.61
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2018,12,367727,56676,110441,200610,15.41,30.03,45.45
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2019,12,367793,54527,109254,204012,14.83,29.71,44.53
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2021,12,385122,58741,125158,201223,15.25,32.5,47.75
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2022,12,392414,54553,121213,216648,13.9,30.89,44.79
The ARC serving the Blue Ridge Piedmont of North Carolina,North Carolina Region,Southeast and Caribbean Division,2023,12,395502,57434,119079,218989,14.52,30.11,44.63
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2010,6,562561,77868,141640,343053,13.84,25.18,39.02
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2012,6,574207,84943,152890,336374,14.79,26.63,41.42
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2014,6,604613,86196,155061,363356,14.26,25.65,39.9
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2016,6,627917,72561,168362,386994,11.56,26.81,38.37
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2018,6,652544,70130,183964,398450,10.75,28.19,38.94
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2019,6,670109,66231,216139,387739,9.88,32.25,42.14
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2021,6,715323,71899,215124,428300,10.05,30.07,40.12
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2022,6,736173,75761,211810,448602,10.29,28.77,39.06
The ARC serving the Charlotte Metro Area,North Carolina Region,Southeast and Caribbean Division,2023,6,739361,75496,210183,453682,10.21,28.43,38.64
The ARC serving the Greater Inland Northwest,Northwest Region,Pacific Division,2010,15,407240,61834,94472,250934,15.18,23.2,38.38
The ARC serving the Greater Inland Northwest,Northwest Region,Pacific Division,2012,15,412408,67433,92022,252953,16.35,22.31,38.66
The ARC serving the Greater Inland Northwest,Northwest Region,Pacific Division,2014,15,410043,63759,106186,240098,15.55,25.9,41.45
